file,class,type,cbo,cboModified,fanin,fanout,wmc,dit,noc,rfc,lcom,lcom*,tcc,lcc,totalMethodsQty,staticMethodsQty,publicMethodsQty,privateMethodsQty,protectedMethodsQty,defaultMethodsQty,visibleMethodsQty,abstractMethodsQty,finalMethodsQty,synchronizedMethodsQty,totalFieldsQty,staticFieldsQty,publicFieldsQty,privateFieldsQty,protectedFieldsQty,defaultFieldsQty,finalFieldsQty,synchronizedFieldsQty,nosi,loc,returnQty,loopQty,comparisonsQty,tryCatchQty,parenthesizedExpsQty,stringLiteralsQty,numbersQty,assignmentsQty,mathOperationsQty,variablesQty,maxNestedBlocksQty,anonymousClassesQty,innerClassesQty,lambdasQty,uniqueWordsQty,modifiers,logStatementsQty
C:\projects\wfhir\src\main\java\org\dew\fhir\model\DeviceDefinitionSpecialization.java,org.dew.fhir.model.DeviceDefinitionSpecialization,class,2,4,2,2,10,3,0,3,24,0.8333333,0.071428575,0.071428575,8,0,8,0,0,0,8,0,0,0,3,1,0,1,2,0,1,0,0,32,7,0,2,0,0,2,2,3,1,3,1,0,0,0,44,1,0
C:\projects\wfhir\src\main\java\org\dew\fhir\model\SubstancePolymerMonomerSet.java,org.dew.fhir.model.SubstancePolymerMonomerSet,class,4,6,2,4,10,2,0,3,24,0.8333333,0.071428575,0.071428575,8,0,8,0,0,0,8,0,0,0,3,1,0,1,2,0,1,0,0,32,7,0,2,0,0,2,2,3,1,3,1,0,0,0,36,1,0
C:\projects\wfhir\src\main\java\org\dew\fhir\model\AuditEventSource.java,org.dew.fhir.model.AuditEventSource,class,5,7,2,5,12,3,0,3,39,0.84999996,0.06666667,0.06666667,10,0,10,0,0,0,10,0,0,0,4,1,0,1,3,0,1,0,0,39,8,0,2,0,0,2,2,4,1,4,1,0,0,0,41,1,0
C:\projects\wfhir\src\main\java\org\dew\fhir\model\Money.java,org.dew.fhir.model.Money,class,2,42,40,2,11,2,0,3,1,0.6333333,0.4888889,0.62222224,10,0,10,0,0,0,10,0,0,0,3,1,0,1,2,0,1,0,0,38,6,0,1,0,1,4,1,6,2,3,1,0,0,0,31,1,0
C:\projects\wfhir\src\main\java\org\dew\fhir\model\FamilyMemberHistoryCondition.java,org.dew.fhir.model.FamilyMemberHistoryCondition,class,7,9,2,7,22,3,0,3,170,0.9055556,0.05263158,0.05263158,20,0,20,0,0,0,20,0,0,0,9,1,0,1,8,0,1,0,0,74,13,0,2,0,0,3,2,9,1,9,1,0,0,0,73,1,0
C:\projects\wfhir\src\main\java\org\dew\fhir\util\FHIRUtil.java,org.dew.fhir.util.FHIRUtil,class,8,12,4,8,55,1,0,22,64,0.8333333,0.015151516,0.015151516,12,12,10,0,2,0,12,0,0,0,2,2,2,0,0,0,2,0,25,156,41,2,30,0,0,6,18,33,3,28,2,0,0,0,48,1,0
C:\projects\wfhir\src\main\java\org\dew\fhir\model\ConditionStage.java,org.dew.fhir.model.ConditionStage,class,5,7,2,5,11,3,0,3,21,0.75,0.26666668,0.35555556,10,0,10,0,0,0,10,0,0,0,4,1,0,1,3,0,1,0,0,38,7,0,1,0,1,4,1,4,2,4,1,0,0,0,43,1,0
C:\projects\wfhir\src\main\java\org\dew\fhir\model\PractitionerRoleNotAvailable.java,org.dew.fhir.model.PractitionerRoleNotAvailable,class,3,5,2,3,10,2,0,3,16,0.75,0.21428572,0.35714287,8,0,8,0,0,0,8,0,0,0,3,1,0,1,2,0,1,0,0,32,7,0,2,0,0,4,2,3,1,3,1,0,0,0,48,1,0
C:\projects\wfhir\src\main\java\org\dew\fhir\model\ImplementationGuideManifest.java,org.dew.fhir.model.ImplementationGuideManifest,class,4,6,2,4,16,3,0,3,81,0.8809524,0.054945055,0.054945055,14,0,14,0,0,0,14,0,0,0,6,1,0,1,5,0,1,0,0,53,10,0,2,0,0,2,2,6,1,6,1,0,0,0,70,1,0
C:\projects\wfhir\src\main\java\org\dew\fhir\util\Base64Coder.java,org.dew.fhir.util.Base64Coder,class,3,7,4,3,47,1,0,15,66,0.9166667,0.0,0.0,12,11,11,1,0,0,13,0,0,0,3,3,0,3,0,0,1,0,11,116,11,10,6,0,21,4,65,64,35,48,2,0,0,0,130,1,0
C:\projects\wfhir\src\main\java\org\dew\fhir\model\Condition.java,org.dew.fhir.model.Condition,class,13,20,7,13,56,3,0,3,1381,0.96438754,0.0174703,0.0174703,54,0,54,0,0,0,54,0,0,0,26,1,0,1,25,0,1,0,0,194,30,0,2,0,0,3,2,27,1,26,1,0,0,0,77,1,0
C:\projects\wfhir\src\main\java\org\dew\fhir\model\NutritionOrderEnteralFormula.java,org.dew.fhir.model.NutritionOrderEnteralFormula,class,5,7,2,5,24,2,0,3,213,0.9181819,0.038961038,0.038961038,22,0,22,0,0,0,22,0,0,0,10,1,0,1,9,0,1,0,0,81,14,0,2,0,0,2,2,10,1,10,1,0,0,0,62,1,0
C:\projects\wfhir\src\main\java\org\dew\fhir\model\TestReportParticipant.java,org.dew.fhir.model.TestReportParticipant,class,2,4,2,2,12,2,0,3,39,0.84999996,0.06666667,0.06666667,10,0,10,0,0,0,10,0,0,0,4,1,0,1,3,0,1,0,0,39,8,0,2,0,0,2,2,4,1,4,1,0,0,0,42,1,0
C:\projects\wfhir\src\main\java\org\dew\fhir\model\ElementDefinitionSlicing.java,org.dew.fhir.model.ElementDefinitionSlicing,class,3,6,3,3,14,2,0,3,58,0.8666666,0.060606062,0.060606062,12,0,12,0,0,0,12,0,0,0,5,1,0,1,4,0,1,0,0,46,9,0,2,0,0,2,2,5,1,5,1,0,0,0,79,1,0
C:\projects\wfhir\src\main\java\org\dew\fhir\model\BiologicallyDerivedProductCollection.java,org.dew.fhir.model.BiologicallyDerivedProductCollection,class,5,7,2,5,14,3,0,3,58,0.8666666,0.060606062,0.060606062,12,0,12,0,0,0,12,0,0,0,5,1,0,1,4,0,1,0,0,46,9,0,2,0,0,2,2,5,1,5,1,0,0,0,54,1,0
C:\projects\wfhir\src\main\java\org\dew\fhir\model\Basic.java,org.dew.fhir.model.Basic,class,6,7,1,6,16,3,0,3,77,0.86904764,0.07692308,0.07692308,14,0,14,0,0,0,14,0,0,0,6,1,0,1,5,0,1,0,0,54,10,0,2,0,0,4,2,7,1,6,1,0,0,0,61,1,0
C:\projects\wfhir\src\main\java\org\dew\fhir\model\ClaimSupportingInfo.java,org.dew.fhir.model.ClaimSupportingInfo,class,8,10,2,8,28,3,0,3,303,0.92948717,0.033846155,0.033846155,26,0,26,0,0,0,26,0,0,0,12,1,0,1,11,0,1,0,0,95,16,0,2,0,0,2,2,12,1,12,1,0,0,0,67,1,0
C:\projects\wfhir\src\main\java\org\dew\fhir\model\ResearchElementDefinitionCharacteristic.java,org.dew.fhir.model.ResearchElementDefinitionCharacteristic,class,9,11,2,9,48,2,0,3,993,0.9584982,0.020289855,0.020289855,46,0,46,0,0,0,46,0,0,0,22,1,0,1,21,0,1,0,0,165,26,0,2,0,0,2,2,22,1,22,1,0,0,0,66,1,0
C:\projects\wfhir\src\main\java\org\dew\fhir\model\SpecimenDefinitionTypeTested.java,org.dew.fhir.model.SpecimenDefinitionTypeTested,class,6,8,2,6,22,2,0,3,174,0.9111111,0.042105265,0.042105265,20,0,20,0,0,0,20,0,0,0,9,1,0,1,8,0,1,0,0,74,13,0,2,0,0,2,2,9,1,9,1,0,0,0,56,1,0
C:\projects\wfhir\src\main\java\org\dew\fhir\model\CodeSystemConceptProperty.java,org.dew.fhir.model.CodeSystemConceptProperty,class,3,5,2,3,22,3,0,3,156,0.8888889,0.08947369,0.17368421,20,0,20,0,0,0,20,0,0,0,9,1,0,1,8,0,1,0,0,74,13,0,2,0,0,5,2,9,1,9,1,0,0,0,42,1,0
C:\projects\wfhir\src\main\java\org\dew\fhir\model\ChargeItemDefinitionPriceComponent.java,org.dew.fhir.model.ChargeItemDefinitionPriceComponent,class,4,6,2,4,14,3,0,3,58,0.8666666,0.060606062,0.060606062,12,0,12,0,0,0,12,0,0,0,5,1,0,1,4,0,1,0,0,46,9,0,2,0,0,2,2,5,1,5,1,0,0,0,67,1,0
C:\projects\wfhir\src\main\java\org\dew\fhir\model\CodeSystemConcept.java,org.dew.fhir.model.CodeSystemConcept,class,4,6,2,4,21,3,0,3,99,0.83458644,0.21052632,0.33918127,19,0,19,0,0,0,19,0,0,0,7,1,0,1,6,0,1,0,0,72,11,0,2,0,0,5,2,13,1,7,1,0,0,0,56,1,0
C:\projects\wfhir\src\main\java\org\dew\fhir\model\Claim.java,org.dew.fhir.model.Claim,class,17,18,1,17,60,3,0,3,1599,0.96674865,0.016333938,0.016333938,58,0,58,0,0,0,58,0,0,0,28,1,0,1,27,0,1,0,0,208,32,0,2,0,0,3,2,29,1,28,1,0,0,0,104,1,0
C:\projects\wfhir\src\main\java\org\dew\fhir\model\MedicationBatch.java,org.dew.fhir.model.MedicationBatch,class,2,4,2,2,10,3,0,3,24,0.8333333,0.071428575,0.071428575,8,0,8,0,0,0,8,0,0,0,3,1,0,1,2,0,1,0,0,32,7,0,2,0,0,2,2,3,1,3,1,0,0,0,41,1,0
C:\projects\wfhir\src\main\java\org\dew\fhir\model\ContractTerm.java,org.dew.fhir.model.ContractTerm,class,11,13,2,11,32,3,0,3,405,0.9357143,0.03448276,0.03448276,30,0,30,0,0,0,30,0,0,0,14,1,0,1,13,0,1,0,0,109,18,0,2,0,0,3,2,14,1,14,1,0,0,0,70,1,0
C:\projects\wfhir\src\main\java\org\dew\fhir\model\MedicinalProductPackagedBatchIdentifier.java,org.dew.fhir.model.MedicinalProductPackagedBatchIdentifier,class,3,5,2,3,10,2,0,3,24,0.8333333,0.071428575,0.071428575,8,0,8,0,0,0,8,0,0,0,3,1,0,1,2,0,1,0,0,32,7,0,2,0,0,2,2,3,1,3,1,0,0,0,40,1,0
C:\projects\wfhir\src\main\java\org\dew\fhir\model\ConsentProvision.java,org.dew.fhir.model.ConsentProvision,class,7,9,2,7,28,3,0,3,303,0.92948717,0.033846155,0.033846155,26,0,26,0,0,0,26,0,0,0,12,1,0,1,11,0,1,0,0,95,16,0,2,0,0,2,2,12,1,12,1,0,0,0,61,1,0
C:\projects\wfhir\src\main\java\org\dew\fhir\model\Extension.java,org.dew.fhir.model.Extension,class,35,39,4,35,108,2,0,3,5539,0.98058915,0.011638159,0.014812202,107,0,107,0,0,0,107,0,0,0,52,1,0,1,51,0,1,0,0,378,55,0,1,0,1,4,1,54,2,52,1,0,0,0,103,1,0
C:\projects\wfhir\src\main\java\org\dew\fhir\json\JSONException.java,org.dew.fhir.json.JSONException,class,0,3,3,0,3,4,0,1,1,0.6666667,0.33333334,0.33333334,3,0,3,0,0,0,3,0,0,0,2,1,0,2,0,0,1,0,0,14,1,0,0,0,0,0,1,2,0,2,0,0,0,0,41,1,0
C:\projects\wfhir\src\main\java\org\dew\fhir\model\Expression.java,org.dew.fhir.model.Expression,class,2,19,17,2,17,2,0,3,70,0.8229167,0.20833333,0.25833333,16,0,16,0,0,0,16,0,0,0,6,1,0,1,5,0,1,0,0,59,9,0,1,0,1,4,1,9,2,6,1,0,0,0,55,1,0
C:\projects\wfhir\src\main\java\org\dew\fhir\model\MedicinalProductPharmaceuticalCharacteristics.java,org.dew.fhir.model.MedicinalProductPharmaceuticalCharacteristics,class,3,5,2,3,10,2,0,3,24,0.8333333,0.071428575,0.071428575,8,0,8,0,0,0,8,0,0,0,3,1,0,1,2,0,1,0,0,32,7,0,2,0,0,2,2,3,1,3,1,0,0,0,44,1,0
C:\projects\wfhir\src\main\java\org\dew\fhir\model\SubstanceSpecificationOfficial.java,org.dew.fhir.model.SubstanceSpecificationOfficial,class,3,5,2,3,12,2,0,3,39,0.84999996,0.06666667,0.06666667,10,0,10,0,0,0,10,0,0,0,4,1,0,1,3,0,1,0,0,39,8,0,2,0,0,2,2,4,1,4,1,0,0,0,46,1,0
C:\projects\wfhir\src\main\java\org\dew\fhir\model\SubstanceReferenceInformationTarget.java,org.dew.fhir.model.SubstanceReferenceInformationTarget,class,8,10,2,8,26,2,0,3,256,0.92424244,0.036231883,0.036231883,24,0,24,0,0,0,24,0,0,0,11,1,0,1,10,0,1,0,0,88,15,0,2,0,0,2,2,11,1,11,1,0,0,0,44,1,0
C:\projects\wfhir\src\main\java\org\dew\fhir\model\ContractSigner.java,org.dew.fhir.model.ContractSigner,class,6,8,2,6,12,3,0,3,31,0.8,0.15555556,0.24444444,10,0,10,0,0,0,10,0,0,0,4,1,0,1,3,0,1,0,0,39,8,0,2,0,0,4,2,4,1,4,1,0,0,0,62,1,0
C:\projects\wfhir\src\main\java\org\dew\fhir\model\PractitionerRoleAvailableTime.java,org.dew.fhir.model.PractitionerRoleAvailableTime,class,2,4,2,2,14,2,0,3,46,0.8166666,0.15151516,0.33333334,12,0,12,0,0,0,12,0,0,0,5,1,0,1,4,0,1,0,0,46,9,0,2,0,0,5,2,5,1,5,1,0,0,0,51,1,0
C:\projects\wfhir\src\main\java\org\dew\fhir\model\PaymentNotice.java,org.dew.fhir.model.PaymentNotice,class,7,8,1,7,30,2,0,3,354,0.93406594,0.031746034,0.031746034,28,0,28,0,0,0,28,0,0,0,13,1,0,1,12,0,1,0,0,103,17,0,2,0,0,3,2,14,1,13,1,0,0,0,57,1,0
C:\projects\wfhir\src\main\java\org\dew\fhir\model\ConceptMapGroup.java,org.dew.fhir.model.ConceptMapGroup,class,5,7,2,5,18,3,0,3,92,0.85714287,0.11666667,0.31666666,16,0,16,0,0,0,16,0,0,0,7,1,0,1,6,0,1,0,0,60,11,0,2,0,0,6,2,7,1,7,1,0,0,0,42,1,0
C:\projects\wfhir\src\main\java\org\dew\fhir\model\MedicationDispense.java,org.dew.fhir.model.MedicationDispense,class,17,18,1,17,58,3,0,3,1488,0.9656082,0.016883116,0.016883116,56,0,56,0,0,0,56,0,0,0,27,1,0,1,26,0,1,0,0,201,31,0,2,0,0,3,2,28,1,27,1,0,0,0,112,1,0
C:\projects\wfhir\src\main\java\org\dew\fhir\model\MessageHeaderSource.java,org.dew.fhir.model.MessageHeaderSource,class,3,5,2,3,16,2,0,3,77,0.86904764,0.07692308,0.07692308,14,0,14,0,0,0,14,0,0,0,6,1,0,1,5,0,1,0,0,53,10,0,2,0,0,3,2,6,1,6,1,0,0,0,45,1,0
C:\projects\wfhir\src\main\java\org\dew\fhir\model\DeviceMetricCalibration.java,org.dew.fhir.model.DeviceMetricCalibration,class,2,4,2,2,12,3,0,3,39,0.84999996,0.06666667,0.06666667,10,0,10,0,0,0,10,0,0,0,4,1,0,1,3,0,1,0,0,39,8,0,2,0,0,2,2,4,1,4,1,0,0,0,41,1,0
C:\projects\wfhir\src\main\java\org\dew\fhir\model\InsurancePlanCoverage.java,org.dew.fhir.model.InsurancePlanCoverage,class,6,8,2,6,12,3,0,3,39,0.84999996,0.06666667,0.06666667,10,0,10,0,0,0,10,0,0,0,4,1,0,1,3,0,1,0,0,39,8,0,2,0,0,2,2,4,1,4,1,0,0,0,43,1,0
C:\projects\wfhir\src\main\java\org\dew\fhir\model\Signature.java,org.dew.fhir.model.Signature,class,5,16,11,5,21,2,0,4,125,0.8819444,0.09150327,0.13071896,18,0,18,0,0,0,18,0,0,0,8,1,0,1,7,0,1,0,0,70,13,0,3,0,0,7,2,8,2,8,1,0,0,0,60,1,0
C:\projects\wfhir\src\main\java\org\dew\fhir\model\ClaimPayee.java,org.dew.fhir.model.ClaimPayee,class,5,7,2,5,10,3,0,3,24,0.8333333,0.071428575,0.071428575,8,0,8,0,0,0,8,0,0,0,3,1,0,1,2,0,1,0,0,32,7,0,2,0,0,2,2,3,1,3,1,0,0,0,52,1,0
C:\projects\wfhir\src\main\java\org\dew\fhir\model\Element.java,org.dew.fhir.model.Element,class,2,50,48,2,20,1,47,4,0,0.6388889,0.530303,0.8333333,12,0,12,0,0,0,12,0,0,0,3,1,0,1,2,0,1,0,0,54,9,0,7,0,1,5,3,9,2,4,2,0,0,0,39,1,0
C:\projects\wfhir\src\main\java\org\dew\fhir\model\Patient.java,org.dew.fhir.model.Patient,class,14,29,15,14,44,2,0,3,780,0.9525032,0.024390243,0.024390243,41,0,41,0,0,0,41,0,0,0,19,1,0,1,18,0,1,0,0,151,23,0,3,0,0,4,2,22,1,19,1,0,0,0,84,1,0
C:\projects\wfhir\src\main\java\org\dew\fhir\model\ValueSetExpansion.java,org.dew.fhir.model.ValueSetExpansion,class,4,6,2,4,18,2,0,3,98,0.875,0.09166667,0.09166667,16,0,16,0,0,0,16,0,0,0,7,1,0,1,6,0,1,0,0,60,11,0,2,0,0,3,2,7,1,7,1,0,0,0,63,1,0
C:\projects\wfhir\src\main\java\org\dew\fhir\model\Goal.java,org.dew.fhir.model.Goal,class,9,12,3,9,40,3,0,3,669,0.95029247,0.024182077,0.024182077,38,0,38,0,0,0,38,0,0,0,18,1,0,1,17,0,1,0,0,138,22,0,2,0,0,3,2,19,1,18,1,0,0,0,81,1,0
C:\projects\wfhir\src\main\java\org\dew\fhir\model\MeasureReport.java,org.dew.fhir.model.MeasureReport,class,8,9,1,8,28,3,0,3,303,0.92948717,0.033846155,0.033846155,26,0,26,0,0,0,26,0,0,0,12,1,0,1,11,0,1,0,0,96,16,0,2,0,0,3,2,13,1,12,1,0,0,0,64,1,0
C:\projects\wfhir\src\main\java\org\dew\fhir\model\ListEntry.java,org.dew.fhir.model.ListEntry,class,5,7,2,5,14,3,0,3,58,0.8666666,0.060606062,0.060606062,12,0,12,0,0,0,12,0,0,0,5,1,0,1,4,0,1,0,0,46,9,0,2,0,0,2,2,5,1,5,1,0,0,0,43,1,0
C:\projects\wfhir\src\main\java\org\dew\fhir\model\DiagnosticReportMedia.java,org.dew.fhir.model.DiagnosticReportMedia,class,4,6,2,4,12,3,0,3,27,0.76666665,0.2,0.33333334,10,0,10,0,0,0,10,0,0,0,3,1,0,1,2,0,1,0,0,39,7,0,2,0,0,2,2,6,1,3,1,0,0,0,54,1,0
C:\projects\wfhir\src\main\java\org\dew\fhir\model\Schedule.java,org.dew.fhir.model.Schedule,class,7,10,3,7,24,2,0,3,197,0.8989899,0.07359307,0.09090909,22,0,22,0,0,0,22,0,0,0,9,1,0,1,8,0,1,0,0,85,13,0,2,0,0,5,2,16,1,9,1,0,0,0,57,1,0
C:\projects\wfhir\src\main\java\org\dew\fhir\model\SubstanceSourceMaterialFractionDescription.java,org.dew.fhir.model.SubstanceSourceMaterialFractionDescription,class,3,5,2,3,10,2,0,3,24,0.8333333,0.071428575,0.071428575,8,0,8,0,0,0,8,0,0,0,3,1,0,1,2,0,1,0,0,32,7,0,2,0,0,2,2,3,1,3,1,0,0,0,101,1,0
C:\projects\wfhir\src\main\java\org\dew\fhir\model\NutritionOrderSupplement.java,org.dew.fhir.model.NutritionOrderSupplement,class,5,7,2,5,16,2,0,3,81,0.8809524,0.054945055,0.054945055,14,0,14,0,0,0,14,0,0,0,6,1,0,1,5,0,1,0,0,53,10,0,2,0,0,2,2,6,1,6,1,0,0,0,51,1,0
C:\projects\wfhir\src\main\java\org\dew\fhir\model\TestScriptOperation.java,org.dew.fhir.model.TestScriptOperation,class,4,8,4,4,40,2,0,3,669,0.95029247,0.024182077,0.024182077,38,0,38,0,0,0,38,0,0,0,18,1,0,1,17,0,1,0,0,137,22,0,2,0,0,2,2,18,1,18,1,0,0,0,79,1,0
C:\projects\wfhir\src\main\java\org\dew\fhir\model\ExplanationOfBenefitAdjudication.java,org.dew.fhir.model.ExplanationOfBenefitAdjudication,class,4,12,8,4,14,3,0,3,58,0.8666666,0.060606062,0.060606062,12,0,12,0,0,0,12,0,0,0,5,1,0,1,4,0,1,0,0,46,9,0,2,0,0,2,2,5,1,5,1,0,0,0,57,1,0
C:\projects\wfhir\src\main\java\org\dew\fhir\model\MedicinalProductPharmaceuticalWithdrawalPeriod.java,org.dew.fhir.model.MedicinalProductPharmaceuticalWithdrawalPeriod,class,4,6,2,4,12,2,0,3,39,0.84999996,0.06666667,0.06666667,10,0,10,0,0,0,10,0,0,0,4,1,0,1,3,0,1,0,0,39,8,0,2,0,0,2,2,4,1,4,1,0,0,0,50,1,0
C:\projects\wfhir\src\main\java\org\dew\fhir\model\InsurancePlanSpecificCost.java,org.dew.fhir.model.InsurancePlanSpecificCost,class,4,6,2,4,10,3,0,3,24,0.8333333,0.071428575,0.071428575,8,0,8,0,0,0,8,0,0,0,3,1,0,1,2,0,1,0,0,32,7,0,2,0,0,2,2,3,1,3,1,0,0,0,42,1,0
C:\projects\wfhir\src\main\java\org\dew\fhir\model\SubstanceSpecificationRepresentation.java,org.dew.fhir.model.SubstanceSpecificationRepresentation,class,4,6,2,4,12,2,0,3,39,0.84999996,0.06666667,0.06666667,10,0,10,0,0,0,10,0,0,0,4,1,0,1,3,0,1,0,0,39,8,0,2,0,0,2,2,4,1,4,1,0,0,0,45,1,0
C:\projects\wfhir\src\main\java\org\dew\fhir\model\OperationDefinitionOverload.java,org.dew.fhir.model.OperationDefinitionOverload,class,2,4,2,2,10,2,0,3,24,0.8333333,0.071428575,0.071428575,8,0,8,0,0,0,8,0,0,0,3,1,0,1,2,0,1,0,0,32,7,0,2,0,0,2,2,3,1,3,1,0,0,0,51,1,0
C:\projects\wfhir\src\main\java\org\dew\fhir\model\EpisodeOfCare.java,org.dew.fhir.model.EpisodeOfCare,class,14,16,2,14,30,3,0,3,346,0.92857146,0.04232804,0.052910052,28,0,28,0,0,0,28,0,0,0,13,1,0,1,12,0,1,0,0,103,17,0,2,0,0,5,2,14,1,13,1,0,0,0,73,1,0
C:\projects\wfhir\src\main\java\org\dew\fhir\model\AuditEventAgent.java,org.dew.fhir.model.AuditEventAgent,class,8,10,2,8,28,3,0,3,303,0.92948717,0.033846155,0.033846155,26,0,26,0,0,0,26,0,0,0,12,1,0,1,11,0,1,0,0,95,16,0,2,0,0,2,2,12,1,12,1,0,0,0,70,1,0
C:\projects\wfhir\src\main\java\org\dew\fhir\model\SubstanceSpecificationCode.java,org.dew.fhir.model.SubstanceSpecificationCode,class,5,7,2,5,16,2,0,3,81,0.8809524,0.054945055,0.054945055,14,0,14,0,0,0,14,0,0,0,6,1,0,1,5,0,1,0,0,53,10,0,2,0,0,2,2,6,1,6,1,0,0,0,47,1,0
C:\projects\wfhir\src\main\java\org\dew\fhir\model\ContractTermOfferParty.java,org.dew.fhir.model.ContractTermOfferParty,class,6,8,2,6,10,3,0,3,20,0.7916667,0.14285715,0.14285715,8,0,8,0,0,0,8,0,0,0,3,1,0,1,2,0,1,0,0,32,7,0,2,0,0,3,2,3,1,3,1,0,0,0,38,1,0
C:\projects\wfhir\src\main\java\org\dew\fhir\model\Composition.java,org.dew.fhir.model.Composition,class,12,14,2,12,38,3,0,3,570,0.9375001,0.04761905,0.07619048,36,0,36,0,0,0,36,0,0,0,16,1,0,1,15,0,1,0,0,131,20,0,2,0,0,6,2,20,1,16,1,0,0,0,113,1,0
C:\projects\wfhir\src\main\java\org\dew\fhir\model\TestScriptTest.java,org.dew.fhir.model.TestScriptTest,class,3,5,2,3,12,2,0,3,39,0.84999996,0.06666667,0.06666667,10,0,10,0,0,0,10,0,0,0,4,1,0,1,3,0,1,0,0,39,8,0,2,0,0,2,2,4,1,4,1,0,0,0,47,1,0
C:\projects\wfhir\src\main\java\org\dew\fhir\model\ProdCharacteristic.java,org.dew.fhir.model.ProdCharacteristic,class,5,9,4,5,28,2,0,3,303,0.92948717,0.033846155,0.033846155,26,0,26,0,0,0,26,0,0,0,12,1,0,1,11,0,1,0,0,95,16,0,2,0,0,2,2,12,1,12,1,0,0,0,55,1,0
