file,class,method,constructor,line,cbo,cboModified,fanin,fanout,wmc,rfc,loc,returnsQty,variablesQty,parametersQty,methodsInvokedQty,methodsInvokedLocalQty,methodsInvokedIndirectLocalQty,loopQty,comparisonsQty,tryCatchQty,parenthesizedExpsQty,stringLiteralsQty,numbersQty,assignmentsQty,mathOperationsQty,maxNestedBlocksQty,anonymousClassesQty,innerClassesQty,lambdasQty,uniqueWordsQty,modifiers,logStatementsQty,hasJavaDoc
C:\projects\string-utils\src\main\java\org\dew\sutil\SUtil.java,org.dew.sutil.SUtil,"getValueFromKeyValuePair/4[java.lang.String,java.lang.String,char,java.lang.String]",false,666,2,1,0,1,4,3,8,2,2,4,3,1,1,0,1,0,0,8,5,2,0,1,0,0,0,10,9,0,false
C:\projects\string-utils\src\main\java\org\dew\sutil\SUtil.java,org.dew.sutil.SUtil,"indexOfOpenXmlTag/3[java.lang.String,java.lang.String,boolean]",false,309,1,2,1,1,1,1,3,1,0,3,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,7,9,0,false
C:\projects\string-utils\src\main\java\org\dew\sutil\SUtil.java,org.dew.sutil.SUtil,(initializer 1),false,28,0,0,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,71,8,0,false
C:\projects\string-utils\src\main\java\org\dew\sutil\SUtil.java,org.dew.sutil.SUtil,"getXmlVal/3[java.lang.String,java.lang.String,java.lang.String]",false,465,1,1,0,1,1,1,3,1,0,3,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,5,9,0,false
C:\projects\string-utils\src\main\java\org\dew\sutil\SUtil.java,org.dew.sutil.SUtil,denormalizeTextHTML/1[java.lang.String],false,1062,0,0,0,0,41,8,60,2,6,1,8,0,0,1,3,0,0,62,11,8,7,28,0,0,0,46,9,0,false
C:\projects\string-utils\src\main\java\org\dew\sutil\SUtil.java,org.dew.sutil.SUtil,"toEscapedText/2[java.lang.String,java.lang.String]",false,831,0,0,0,0,11,5,22,3,5,2,5,0,0,1,7,0,0,8,3,5,1,7,0,0,0,19,9,0,false
C:\projects\string-utils\src\main\java\org\dew\sutil\SUtil.java,org.dew.sutil.SUtil,"getXmlVal/2[java.lang.String,java.lang.String]",false,459,1,1,0,1,1,1,3,1,0,2,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,4,9,0,false
C:\projects\string-utils\src\main\java\org\dew\sutil\SUtil.java,org.dew.sutil.SUtil,"getValueBoundsFromKeyValuePair/3[java.lang.String,java.lang.String,char]",false,677,1,2,2,0,29,3,75,4,14,3,3,0,0,3,9,0,0,0,24,24,5,5,0,0,0,25,9,0,false
C:\projects\string-utils\src\main\java\org\dew\sutil\SUtil.java,org.dew.sutil.SUtil,"parseCSVRow/2[java.lang.String,char]",false,770,1,1,0,1,1,1,3,1,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,8,9,0,false
C:\projects\string-utils\src\main\java\org\dew\sutil\SUtil.java,org.dew.sutil.SUtil,denormalizeText/1[java.lang.String],false,996,0,0,0,0,43,8,62,2,6,1,8,0,0,1,3,0,0,36,11,8,7,30,0,0,0,14,9,0,false
C:\projects\string-utils\src\main\java\org\dew\sutil\SUtil.java,org.dew.sutil.SUtil,normalizeSearchToken/1[java.lang.String],false,117,0,1,1,0,34,5,40,2,4,1,5,0,0,1,31,0,0,29,3,4,0,31,0,0,0,11,9,0,false
C:\projects\string-utils\src\main\java\org\dew\sutil\SUtil.java,org.dew.sutil.SUtil,"toHTMLText/2[java.lang.String,java.lang.String]",false,856,0,0,0,0,42,5,130,3,5,2,5,0,0,1,2,0,0,39,3,5,1,3,0,0,0,53,9,0,false
C:\projects\string-utils\src\main\java\org\dew\sutil\SUtil.java,org.dew.sutil.SUtil,"indexOfCloseXmlTag/3[java.lang.String,java.lang.String,boolean]",false,384,1,2,1,1,1,1,3,1,0,3,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,7,9,0,false
C:\projects\string-utils\src\main\java\org\dew\sutil\SUtil.java,org.dew.sutil.SUtil,buildSearchLikeFilter/1[java.lang.String],false,38,0,0,0,0,14,18,33,3,9,1,18,0,0,3,3,0,0,8,8,10,5,3,0,0,0,18,9,0,false
C:\projects\string-utils\src\main\java\org\dew\sutil\SUtil.java,org.dew.sutil.SUtil,"getLevenshteinDistDyn/2[java.lang.String,java.lang.String]",false,270,2,2,1,1,12,3,30,4,7,2,3,1,1,2,9,0,0,0,19,10,11,3,0,0,0,22,9,0,true
C:\projects\string-utils\src\main\java\org\dew\sutil\SUtil.java,org.dew.sutil.SUtil,"getXmlVal/4[java.lang.String,java.lang.String,boolean,java.lang.String]",false,471,1,2,1,1,1,1,3,1,0,4,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,5,9,0,false
C:\projects\string-utils\src\main\java\org\dew\sutil\SUtil.java,org.dew.sutil.SUtil,"getXmlAttribVal/5[java.lang.String,java.lang.String,java.lang.String,boolean,java.lang.String]",false,581,1,1,0,1,1,1,3,1,0,5,1,1,2,0,0,0,0,0,1,0,0,0,0,0,0,6,9,0,false
C:\projects\string-utils\src\main\java\org\dew\sutil\SUtil.java,org.dew.sutil.SUtil,"getLevenshteinDist/2[java.lang.String,java.lang.String]",false,241,1,4,2,2,8,5,16,4,4,2,5,2,1,0,7,0,0,0,13,4,3,1,0,0,0,17,9,0,true
C:\projects\string-utils\src\main\java\org\dew\sutil\SUtil.java,org.dew.sutil.SUtil,"getXmlVal/5[java.lang.String,java.lang.String,boolean,int,java.lang.String]",false,477,0,3,3,0,30,15,86,6,18,5,15,0,0,1,8,0,0,15,23,33,7,4,0,0,0,41,9,0,false
C:\projects\string-utils\src\main\java\org\dew\sutil\SUtil.java,org.dew.sutil.SUtil,"parseSeparatedValuesRow/3[java.lang.String,char,char]",false,776,0,2,2,0,15,9,50,2,9,3,9,0,0,1,9,0,0,16,14,16,4,4,0,0,0,22,9,0,false
C:\projects\string-utils\src\main\java\org\dew\sutil\SUtil.java,org.dew.sutil.SUtil,removeHtmlTags/1[java.lang.String],false,916,0,0,0,0,90,9,77,2,10,1,9,0,0,1,7,0,1,39,11,14,5,40,0,0,0,58,9,0,false
C:\projects\string-utils\src\main\java\org\dew\sutil\SUtil.java,org.dew.sutil.SUtil,searchTokenization/1[java.lang.String],false,79,1,1,0,1,14,18,31,3,8,1,18,1,1,3,3,0,0,7,6,8,3,3,0,0,0,19,9,0,false
C:\projects\string-utils\src\main\java\org\dew\sutil\SUtil.java,org.dew.sutil.SUtil,"lpad/3[java.lang.String,char,int]",false,168,0,0,0,0,4,4,10,2,4,3,4,0,0,1,1,0,0,1,1,5,1,1,0,0,0,19,9,0,true
C:\projects\string-utils\src\main\java\org\dew\sutil\SUtil.java,org.dew.sutil.SUtil,"indexOfCloseXmlTag/4[java.lang.String,java.lang.String,boolean,int]",false,390,0,1,1,0,24,12,60,5,11,4,12,0,0,1,8,0,0,3,19,21,3,4,0,0,0,27,9,0,false
C:\projects\string-utils\src\main\java\org\dew\sutil\SUtil.java,org.dew.sutil.SUtil,normalizeText/1[java.lang.String],false,1126,0,0,0,0,35,5,40,2,3,1,5,0,0,1,32,0,0,31,3,3,0,32,0,0,0,9,9,0,false
C:\projects\string-utils\src\main\java\org\dew\sutil\SUtil.java,org.dew.sutil.SUtil,"getHammingDist/2[java.lang.String,java.lang.String]",false,209,0,1,1,0,11,2,20,4,6,2,2,0,0,1,7,0,1,0,5,6,2,2,0,0,0,16,9,0,true
C:\projects\string-utils\src\main\java\org\dew\sutil\SUtil.java,org.dew.sutil.SUtil,"indexOfOpenXmlTag/4[java.lang.String,java.lang.String,boolean,int]",false,315,0,1,1,0,24,12,60,5,11,4,12,0,0,1,8,0,0,3,18,21,3,4,0,0,0,27,9,0,false
C:\projects\string-utils\src\main\java\org\dew\sutil\SUtil.java,org.dew.sutil.SUtil,"getJSONVal/3[java.lang.String,java.lang.String,java.lang.String]",false,1216,0,0,0,0,28,11,66,6,9,3,11,0,0,1,12,0,0,15,16,20,6,4,0,0,0,23,9,0,false
C:\projects\string-utils\src\main\java\org\dew\sutil\SUtil.java,org.dew.sutil.SUtil,"getQueryStringParValue/2[java.lang.String,java.lang.String]",false,1204,0,0,0,0,5,4,9,3,3,2,4,0,0,0,2,0,1,2,3,4,3,1,0,0,0,11,9,0,false
C:\projects\string-utils\src\main\java\org\dew\sutil\SUtil.java,org.dew.sutil.SUtil,parseCSVRow/1[java.lang.String],false,764,1,2,1,1,1,1,3,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,8,9,0,false
C:\projects\string-utils\src\main\java\org\dew\sutil\SUtil.java,org.dew.sutil.SUtil,"min/3[int,int,int]",false,1299,0,2,2,0,7,0,6,4,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,10,0,false
C:\projects\string-utils\src\main\java\org\dew\sutil\SUtil.java,org.dew.sutil.SUtil,"wrap/2[java.lang.String,int]",false,1169,0,0,0,0,15,5,32,2,7,2,5,0,0,1,9,0,0,0,7,9,4,4,0,0,0,16,9,0,false
